facility_name,status,open,hours_of_operation,accessibility,restroom_type,changing_stations,additional_notes,website,latitude,longitude,location_1
Wayanda Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.710861,-73.73901,POINT (-73.73901 40.710861)
La Guardia Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.710572,-73.959819,POINT (-73.959819 40.710572)
"South Ozone Park Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/south-ozone-park,40.674792,-73.809263,POINT (-73.809263 40.674792)
"Eastern Parkway Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/eastern-parkway,40.668495,-73.933652,POINT (-73.933652 40.668495)
Queens Valley Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.721908,-73.823947,POINT (-73.823947 40.721908)
Playground Sixty Two LXII,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.736076,-73.852739,POINT (-73.852739 40.736076)
Meadow Lake North,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.740671,-73.841211,POINT (-73.841211 40.740671)
Major Deegan No. Gas Station,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.895123,-73.881497,POINT (-73.881497 40.895123)
"Walt Whitman Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/walt-whitman,40.694498,-73.977734,POINT (-73.977734 40.694498)
Seton Park Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.886167,-73.917071,POINT (-73.917071 40.886167)
Carl Schurz Park Promenade,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.775711,-73.943904,POINT (-73.943904 40.775711)
"Mariners Harbor Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/mariners-harbor,40.634702,-74.166583,POINT (-74.166583 40.634702)
Cunningham Park Indoor Tennis,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.729396,-73.772786,POINT (-73.772786 40.729396)
Auburndale Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.765867,-73.794508,POINT (-73.794508 40.765867)
"Langston Hughes Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""","Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/langston-hughes,40.757586,-73.868201,POINT (-73.868201 40.757586)
"Epiphany Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 12:00 pm - 7:00 pm 
Tuesday: 10:00 am - 6:00 pm  
Wednesday: 12:00 pm - 7:00 pm   
Thursday: 10:00 am - 6:00 pm    
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/epiphany,40.738095,-73.98205,POINT (-73.98205 40.738095)
"North Forest Park Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/north-forest-park,40.711165,-73.853674,POINT (-73.853674 40.711165)
Columbus Park,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.715914,-73.999816,POINT (-73.999816 40.715914)
"Bay Ridge Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,Yes,,https://www.bklynlibrary.org/locations/bay-ridge,40.633634,-74.02954,POINT (-74.02954 40.633634)
Slattery Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.857148,-73.898224,POINT (-73.898224 40.857148)
Berriman Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.656996,-73.869536,POINT (-73.869536 40.656996)
Foster Park Zone 1,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.831188,-73.92471,POINT (-73.92471 40.831188)
"Poppenhusen Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Multi-Stall W/M Restrooms,"""Yes, in women's restroom only""","Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/poppenhusen,40.786221,-73.846019,POINT (-73.846019 40.786221)
Railroad Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.64924,-73.914041,POINT (-73.914041 40.64924)
McCaffrey Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.759159,-73.99139,POINT (-73.99139 40.759159)
Colonel David Marcus Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.61004,-73.969611,POINT (-73.969611 40.61004)
Hilton White Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.82291,-73.90746,POINT (-73.90746 40.82291)
Burns Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.862953,-73.836616,POINT (-73.836616 40.862953)
Rev. Dr. Maggie Howard Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.62268,-74.079185,POINT (-74.079185 40.62268)
Langston Hughes Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.812211,-73.946382,POINT (-73.946382 40.812211)
Sunset Park Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.647683,-74.005022,POINT (-74.005022 40.647683)
Fort Greene Park Zone 3,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.692232,-73.974733,POINT (-73.974733 40.692232)
Hudson River Park Pier 97 - Portaloo,1,Year Round,6am - 1am,Fully Accessible,NA,NA,,,40.771441,-73.995107,POINT (-73.995107 40.771441)
Sol Bloom Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.789853,-73.968728,POINT (-73.968728 40.789853)
Lyons Square Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.822626,-73.888339,POINT (-73.888339 40.822626)
"Adams Street Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/adams-street,40.704143,-73.987999,POINT (-73.987999 40.704143)
Olinville Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.88433,-73.86701,POINT (-73.86701 40.88433)
Eastchester Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.869776,-73.852701,POINT (-73.852701 40.869776)
120 Park Avenue POPS,1,Year Round,Monday to Saturday: 7:30 am-9:30 pm; Sunday: 11:00 am-7:00 pm,Fully Accessible,Single-Stall All Gender Restroom(s),No,Security will grant access to restrooms.,,40.751936,-73.978306,POINT (-73.978306 40.751936)
Alley Park,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.746998,-73.745627,POINT (-73.745627 40.746998)
100% Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.64679,-73.899478,POINT (-73.899478 40.64679)
Quarry Ballfields,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.8502,-73.89,POINT (-73.89 40.8502)
Rev J Polite Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.8269,-73.89781,POINT (-73.89781 40.8269)
"Sunset Park Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Partially Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/sunset-park,40.64592,-74.013631,POINT (-74.013631 40.64592)
Houston St Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.722443,-73.991187,POINT (-73.991187 40.722443)
Dean Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.680556,-73.972785,POINT (-73.972785 40.680556)
Bella Abzug Park,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.75632,-73.99974,POINT (-73.99974 40.75632)
"Phil ""Scooter"" Rizzuto Park",1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.694672,-73.821523,POINT (-73.821523 40.694672)
Coney Island Beach Zone 5a,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.572844,-73.980755,POINT (-73.980755 40.572844)
"Auburndale Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/auburndale,40.773755,-73.796343,POINT (-73.796343 40.773755)
174 St Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.693378,-73.778124,POINT (-73.778124 40.693378)
Central Park Ice Rinks,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.767815,-73.97449,POINT (-73.97449 40.767815)
P.S. 279 Playground,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.644594,-73.893274,POINT (-73.893274 40.644594)
"Williamsburgh Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/williamsburgh,40.706939,-73.957556,POINT (-73.957556 40.706939)
"Washington Heights Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/washington-heights,40.834557,-73.939712,POINT (-73.939712 40.834557)
Matthew P. Sapolin Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.777704,-73.984058,POINT (-73.984058 40.777704)
Castlewood Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,NA,,,40.749939,-73.720844,POINT (-73.720844 40.749939)
Edenwald Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.884092,-73.845163,POINT (-73.845163 40.884092)
Maspeth Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.730899,-73.925415,POINT (-73.925415 40.730899)
Brooklyn Bridge Park Pier 5 - Boathouse/Uplands,1,Year Round,,Fully Accessible,NA,NA,,,40.695841,-73.999127,POINT (-73.999127 40.695841)
Mellett Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.597078,-73.957392,POINT (-73.957392 40.597078)
Bildersee Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.635952,-73.912189,POINT (-73.912189 40.635952)
Marine Park Zone 6,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.604007,-73.930594,POINT (-73.930594 40.604007)
Robert E. Venable Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.674409,-73.865074,POINT (-73.865074 40.674409)
Bayswater Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.598771,-73.767504,POINT (-73.767504 40.598771)
East River Waterfront Esplanade Zone 1,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.704736,-74.003405,POINT (-74.003405 40.704736)
"Stephen A. Schwarzman Building, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 8:00 pm 
Wednesday: 10:00 am - 8:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 6:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""",,https://www.nypl.org/locations/schwarzman,40.753213,-73.982232,POINT (-73.982232 40.753213)
St Mary's Playground East,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.809905,-73.910486,POINT (-73.910486 40.809905)
"Maspeth Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,,https://www.queenslibrary.org/about-us/locations/maspeth,40.727004,-73.893106,POINT (-73.893106 40.727004)
"North Hills Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/north-hills,40.759262,-73.731839,POINT (-73.731839 40.759262)
"Steinway Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/steinway,40.776835,-73.909458,POINT (-73.909458 40.776835)
Twin Island,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.870484,-73.786588,POINT (-73.786588 40.870484)
Williamsbridge Oval,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.876665,-73.878572,POINT (-73.878572 40.876665)
"Kips Bay Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/kips-bay,40.743818,-73.979903,POINT (-73.979903 40.743818)
Tecumseh Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.781912,-73.978712,POINT (-73.978712 40.781912)
"Todt Hill-Westerleigh Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 10:00 am - 7:00 pm   
Thursday: 10:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Both Single-Stall All Gender and Multi-Stall W/M,No,Changing Table outside restroom,https://www.nypl.org/locations/todt-hill-westerleigh,40.60961,-74.148523,POINT (-74.148523 40.60961)
Sixteen Sycamores Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.686723,-73.980995,POINT (-73.980995 40.686723)
Calvert Vaux Park Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.58813,-73.990264,POINT (-73.990264 40.58813)
Horseshoe Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.824235,-73.897815,POINT (-73.897815 40.824235)
East River Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.789193,-73.937893,POINT (-73.937893 40.789193)
Clove Lakes Cafe,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.617665,-74.108137,POINT (-74.108137 40.617665)
"Glen Oaks Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/glen-oaks,40.745181,-73.714847,POINT (-73.714847 40.745181)
Playground 286,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.590608,-73.938475,POINT (-73.938475 40.590608)
"Pelham Bay Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/pelham-bay,40.844326,-73.827902,POINT (-73.827902 40.844326)
J. Hood Wright Park,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.846453,-73.940764,POINT (-73.940764 40.846453)
Willow Lake Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.722504,-73.837091,POINT (-73.837091 40.722504)
Bush Terminal Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.653348,-74.019219,POINT (-74.019219 40.653348)
Story Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.822979,-73.863106,POINT (-73.863106 40.822979)
Breukelen Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.653733,-73.893975,POINT (-73.893975 40.653733)
River Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.843174,-73.877344,POINT (-73.877344 40.843174)
Curtis Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.640805,-73.917601,POINT (-73.917601 40.640805)
Betsy Head Park,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.661939,-73.914409,POINT (-73.914409 40.661939)
"Highlawn Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/highlawn,40.605701,-73.986248,POINT (-73.986248 40.605701)
Grand Army Plaza APT,1,Year Round,8am-8pm,Fully Accessible,Single-Stall All Gender Restroom(s),No,This unit costs $.25 to use.,https://portal.311.nyc.gov/article/?kanumber=KA-02226,40.672237,-73.969074,POINT (-73.969074 40.672237)
Dyker Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.61308,-74.013153,POINT (-74.013153 40.61308)
Fort Tryon Park Zone 1,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.860769,-73.93276,POINT (-73.93276 40.860769)
Detective Keith L Williams Park,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.70398,-73.785145,POINT (-73.785145 40.70398)
Stockton Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.697121,-73.948607,POINT (-73.948607 40.697121)
Wildlife Sanctuary & 119th St. Tennis Courts,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.811329,-73.965653,POINT (-73.965653 40.811329)
Gun Hill Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.874675,-73.865424,POINT (-73.865424 40.874675)
"Chatham Square Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 9:00 am - 7:00 pm 
Tuesday: 9:00 am - 7:00 pm 
Wednesday: 9:00 am - 7:00 pm 
Thursday: 9:00 am - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/chatham-square,40.713341,-73.996491,POINT (-73.996491 40.713341)
Rolph Henry Playground,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.655685,-73.947495,POINT (-73.947495 40.655685)
Alley Pond Park Zone 2,1,Year Round,"8am-4pm, Open later seasonally",Not Accessible,Multi-Stall W/M Restrooms,NA,,,40.741956,-73.739958,POINT (-73.739958 40.741956)
"Fort Hamilton Library, BPL",1,Year Round,"Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.bklynlibrary.org/locations/fort-hamilton,40.616381,-74.031371,POINT (-74.031371 40.616381)
Prospect Park Indoor Tennis,1,Year Round,Concession Operating Hours,NA,NA,NA,,,40.651267,-73.970257,POINT (-73.970257 40.651267)
725 Fifth Avenue POPS,1,Year Round,Everyday 8:00 am-10:00 pm,NA,Multi-Stall W/M Restrooms,"""Yes, in women's restroom only""",,,40.762319,-73.973895,POINT (-73.973895 40.762319)
"Morningside Heights Library, NYPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",Fully Accessible,Single-Stall All Gender Restroom(s),Yes,,https://www.nypl.org/locations/morningside-heights,40.806139,-73.964777,POINT (-73.964777 40.806139)
"East Elmhurst Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Both Single-Stall All Gender and Multi-Stall W/M,"""Yes, in single-stall all gender restroom only""","Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/east-elmhurst,40.76243,-73.873868,POINT (-73.873868 40.76243)
Christopher J. Igneri Playground,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.60873,-74.119467,POINT (-74.119467 40.60873)
"Pomonok Library, QPL",1,Year Round,"Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",NA,Single-Stall All Gender Restroom(s),Yes,"Yes, a key is needed to enter",https://www.queenslibrary.org/about-us/locations/pomonok,40.732933,-73.810096,POINT (-73.810096 40.732933)
Playground 52 LII,1,Year Round,"8am-4pm, Open later seasonally",Fully Accessible,Multi-Stall W/M Restrooms,NA,,,40.815446,-73.901445,POINT (-73.901445 40.815446)
John Street Snack Bar,1,Year Round,"8am-4pm, Open later seasonally",NA,NA,NA,,,40.705585,-74.003725,POINT (-74.003725 40.705585)
